id,legend,series,card_name,serial_number,rarity,card_value,image_key,lore
RLM-0667,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-007/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0668,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-008/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0669,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-009/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0670,The Original Forger,Forgeborn,The Original Forger - Forgeborn,SN-010/010,Rare,1250,original_forger,A relic tied to The Original Forger from the Forgeborn series.
RLM-0671,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-001/010,Legendary,5500,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0672,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-002/010,Legendary,4500,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0673,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-003/010,Epic,3500,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0674,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-004/010,Epic,2500,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0675,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-005/010,Rare,1500,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0676,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-006/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0677,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-007/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0678,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-008/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0679,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-009/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0680,The Original Forger,Cemetery Echoes,The Original Forger - Cemetery Echoes,SN-010/010,Rare,1000,original_forger,A relic tied to The Original Forger from the Cemetery Echoes series.
RLM-0681,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-001/010,Legendary,6250,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0682,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-002/010,Legendary,5250,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0683,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-003/010,Epic,4250,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0684,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-004/010,Epic,3250,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0685,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-005/010,Rare,2250,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0686,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-006/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0687,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-007/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0688,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-008/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0689,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-009/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0690,The Original Forger,Kings & Queens,The Original Forger - Kings & Queens,SN-010/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Kings & Queens series.
RLM-0691,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-001/010,Legendary,6250,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0692,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-002/010,Legendary,5250,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0693,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-003/010,Epic,4250,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0694,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-004/010,Epic,3250,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0695,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-005/010,Rare,2250,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0696,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-006/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0697,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-007/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0698,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-008/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0699,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-009/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0700,The Original Forger,Ancient Myths,The Original Forger - Ancient Myths,SN-010/010,Rare,1750,original_forger,A relic tied to The Original Forger from the Ancient Myths series.
RLM-0701,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-001/010,Legendary,5500,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0702,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-002/010,Legendary,4500,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0703,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-003/010,Epic,3500,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0704,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-004/010,Epic,2500,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0705,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-005/010,Rare,1500,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0706,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-006/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0707,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-007/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0708,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-008/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0709,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-009/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0710,The Stone Raven,Infernal Heat,The Stone Raven - Infernal Heat,SN-010/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Infernal Heat series.
RLM-0711,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-001/010,Legendary,5750,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0712,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-002/010,Legendary,4750,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0713,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-003/010,Epic,3750,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0714,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-004/010,Epic,2750,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0715,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-005/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0716,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-006/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0717,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-007/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0718,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-008/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0719,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-009/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0720,The Stone Raven,Forgotten Legends,The Stone Raven - Forgotten Legends,SN-010/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgotten Legends series.
RLM-0721,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-001/010,Legendary,5750,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0722,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-002/010,Legendary,4750,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0723,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-003/010,Epic,3750,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0724,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-004/010,Epic,2750,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0725,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-005/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0726,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-006/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0727,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-007/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0728,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-008/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0729,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-009/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0730,The Stone Raven,Sentinel's Oath,The Stone Raven - Sentinel's Oath,SN-010/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Sentinel's Oath series.
RLM-0731,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-001/010,Legendary,6250,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0732,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-002/010,Legendary,5250,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0733,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-003/010,Epic,4250,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0734,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-004/010,Epic,3250,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0735,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-005/010,Rare,2250,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0736,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-006/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0737,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-007/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0738,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-008/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0739,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-009/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0740,The Stone Raven,Ghost Storm,The Stone Raven - Ghost Storm,SN-010/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ghost Storm series.
RLM-0741,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-001/010,Legendary,5500,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0742,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-002/010,Legendary,4500,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0743,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-003/010,Epic,3500,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0744,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-004/010,Epic,2500,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0745,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-005/010,Rare,1500,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0746,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-006/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0747,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-007/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0748,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-008/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0749,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-009/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0750,The Stone Raven,Realm Relics,The Stone Raven - Realm Relics,SN-010/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Realm Relics series.
RLM-0751,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-001/010,Legendary,5500,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0752,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-002/010,Legendary,4500,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0753,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-003/010,Epic,3500,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0754,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-004/010,Epic,2500,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0755,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-005/010,Rare,1500,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0756,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-006/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0757,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-007/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0758,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-008/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0759,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-009/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0760,The Stone Raven,Hall of Lore,The Stone Raven - Hall of Lore,SN-010/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Hall of Lore series.
RLM-0761,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-001/010,Legendary,5750,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0762,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-002/010,Legendary,4750,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0763,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-003/010,Epic,3750,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0764,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-004/010,Epic,2750,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0765,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-005/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0766,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-006/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0767,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-007/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0768,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-008/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0769,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-009/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0770,The Stone Raven,Forgeborn,The Stone Raven - Forgeborn,SN-010/010,Rare,1250,stone_raven,A relic tied to The Stone Raven from the Forgeborn series.
RLM-0771,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-001/010,Legendary,5500,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0772,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-002/010,Legendary,4500,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0773,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-003/010,Epic,3500,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0774,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-004/010,Epic,2500,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0775,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-005/010,Rare,1500,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0776,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-006/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0777,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-007/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0778,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-008/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0779,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-009/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0780,The Stone Raven,Cemetery Echoes,The Stone Raven - Cemetery Echoes,SN-010/010,Rare,1000,stone_raven,A relic tied to The Stone Raven from the Cemetery Echoes series.
RLM-0781,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-001/010,Legendary,6250,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0782,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-002/010,Legendary,5250,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0783,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-003/010,Epic,4250,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0784,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-004/010,Epic,3250,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0785,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-005/010,Rare,2250,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0786,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-006/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0787,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-007/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0788,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-008/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0789,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-009/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0790,The Stone Raven,Kings & Queens,The Stone Raven - Kings & Queens,SN-010/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Kings & Queens series.
RLM-0791,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-001/010,Legendary,6250,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0792,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-002/010,Legendary,5250,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0793,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-003/010,Epic,4250,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0794,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-004/010,Epic,3250,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0795,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-005/010,Rare,2250,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0796,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-006/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0797,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-007/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0798,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-008/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0799,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-009/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0800,The Stone Raven,Ancient Myths,The Stone Raven - Ancient Myths,SN-010/010,Rare,1750,stone_raven,A relic tied to The Stone Raven from the Ancient Myths series.
RLM-0801,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-001/010,Legendary,5500,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0802,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-002/010,Legendary,4500,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0803,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-003/010,Epic,3500,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0804,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-004/010,Epic,2500,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0805,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-005/010,Rare,1500,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0806,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-006/010,Rare,1000,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0807,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-007/010,Rare,1000,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0808,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-008/010,Rare,1000,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0809,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-009/010,Rare,1000,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0810,The Ash Drake,Infernal Heat,The Ash Drake - Infernal Heat,SN-010/010,Rare,1000,ash_drake,A relic tied to The Ash Drake from the Infernal Heat series.
RLM-0811,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-001/010,Legendary,5750,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0812,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-002/010,Legendary,4750,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0813,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-003/010,Epic,3750,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0814,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-004/010,Epic,2750,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0815,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-005/010,Rare,1750,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0816,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-006/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0817,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-007/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0818,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-008/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0819,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-009/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0820,The Ash Drake,Forgotten Legends,The Ash Drake - Forgotten Legends,SN-010/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Forgotten Legends series.
RLM-0821,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-001/010,Legendary,5750,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0822,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-002/010,Legendary,4750,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0823,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-003/010,Epic,3750,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0824,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-004/010,Epic,2750,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0825,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-005/010,Rare,1750,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0826,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-006/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0827,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-007/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0828,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-008/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0829,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-009/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
RLM-0830,The Ash Drake,Sentinel's Oath,The Ash Drake - Sentinel's Oath,SN-010/010,Rare,1250,ash_drake,A relic tied to The Ash Drake from the Sentinel's Oath series.
